Year,Units,Altersklasse,Geschlecht,Art der Opfer-Tatverdächtigen-Beziehung,Grad des Unsicherheitsgefühls,COMMENT_OBS_0,COMMENT_OBS_1,COMMENT_OBS_2,Series,Value
2017,Prozent,,Weiblich,,Sehr unsicher,,,,(Un)Sicherheitsgefühl der Bevölkerung in ihrer Wohnumgebung (nach Einbruch der Dunkelheit),9.9
2020,Prozent,,Weiblich,,Sehr unsicher,|,,,(Un)Sicherheitsgefühl der Bevölkerung in ihrer Wohnumgebung (nach Einbruch der Dunkelheit),8.6
2012,Prozent,,Weiblich,,Sehr sicher,,,,(Un)Sicherheitsgefühl der Bevölkerung in ihrer Wohnumgebung (nach Einbruch der Dunkelheit),29.0
2017,Prozent,,Männlich,,Sehr sicher,,,,(Un)Sicherheitsgefühl der Bevölkerung in ihrer Wohnumgebung (nach Einbruch der Dunkelheit),49.4
2020,Prozent,,Männlich,,Sehr sicher,|,,,(Un)Sicherheitsgefühl der Bevölkerung in ihrer Wohnumgebung (nach Einbruch der Dunkelheit),36.2
2012,Prozent,,Weiblich,,Eher sicher,,,,(Un)Sicherheitsgefühl der Bevölkerung in ihrer Wohnumgebung (nach Einbruch der Dunkelheit),45.1
2017,Prozent,,Männlich,,Eher sicher,,,,(Un)Sicherheitsgefühl der Bevölkerung in ihrer Wohnumgebung (nach Einbruch der Dunkelheit),40.0
2020,Prozent,,Männlich,,Eher sicher,|,,,(Un)Sicherheitsgefühl der Bevölkerung in ihrer Wohnumgebung (nach Einbruch der Dunkelheit),47.1
2012,Prozent,,Weiblich,,Eher unsicher,,,,(Un)Sicherheitsgefühl der Bevölkerung in ihrer Wohnumgebung (nach Einbruch der Dunkelheit),18.4
2017,Prozent,,Männlich,,Eher unsicher,,,,(Un)Sicherheitsgefühl der Bevölkerung in ihrer Wohnumgebung (nach Einbruch der Dunkelheit),8.1
2020,Prozent,,Männlich,,Eher unsicher,|,,,(Un)Sicherheitsgefühl der Bevölkerung in ihrer Wohnumgebung (nach Einbruch der Dunkelheit),14.0
2012,Prozent,,Weiblich,,Sehr unsicher,,,,(Un)Sicherheitsgefühl der Bevölkerung in ihrer Wohnumgebung (nach Einbruch der Dunkelheit),7.4
2017,Prozent,,Männlich,,Sehr unsicher,,,,(Un)Sicherheitsgefühl der Bevölkerung in ihrer Wohnumgebung (nach Einbruch der Dunkelheit),2.6
2020,Prozent,,Männlich,,Sehr unsicher,|,,,(Un)Sicherheitsgefühl der Bevölkerung in ihrer Wohnumgebung (nach Einbruch der Dunkelheit),2.7
2012,Prozent,16 bis unter 25 Jahre,,,Sehr sicher,,,,(Un)Sicherheitsgefühl der Bevölkerung in ihrer Wohnumgebung (nach Einbruch der Dunkelheit),41.4
2017,Prozent,16 bis unter 25 Jahre,,,Sehr sicher,,,,(Un)Sicherheitsgefühl der Bevölkerung in ihrer Wohnumgebung (nach Einbruch der Dunkelheit),38.8
2020,Prozent,16 bis unter 25 Jahre,,,Sehr sicher,|,,,(Un)Sicherheitsgefühl der Bevölkerung in ihrer Wohnumgebung (nach Einbruch der Dunkelheit),32.5
2012,Prozent,16 bis unter 25 Jahre,,,Eher sicher,,,,(Un)Sicherheitsgefühl der Bevölkerung in ihrer Wohnumgebung (nach Einbruch der Dunkelheit),37.9
2017,Prozent,16 bis unter 25 Jahre,,,Eher sicher,,,,(Un)Sicherheitsgefühl der Bevölkerung in ihrer Wohnumgebung (nach Einbruch der Dunkelheit),40.7
2020,Prozent,16 bis unter 25 Jahre,,,Eher sicher,|,,,(Un)Sicherheitsgefühl der Bevölkerung in ihrer Wohnumgebung (nach Einbruch der Dunkelheit),38.2
2012,Prozent,16 bis unter 25 Jahre,,,Eher unsicher,,,,(Un)Sicherheitsgefühl der Bevölkerung in ihrer Wohnumgebung (nach Einbruch der Dunkelheit),14.8
2017,Prozent,16 bis unter 25 Jahre,,,Eher unsicher,,,,(Un)Sicherheitsgefühl der Bevölkerung in ihrer Wohnumgebung (nach Einbruch der Dunkelheit),15.0
2020,Prozent,16 bis unter 25 Jahre,,,Eher unsicher,|,,,(Un)Sicherheitsgefühl der Bevölkerung in ihrer Wohnumgebung (nach Einbruch der Dunkelheit),20.9
2012,Prozent,16 bis unter 25 Jahre,,,Sehr unsicher,,,,(Un)Sicherheitsgefühl der Bevölkerung in ihrer Wohnumgebung (nach Einbruch der Dunkelheit),5.9
2017,Prozent,16 bis unter 25 Jahre,,,Sehr unsicher,,,,(Un)Sicherheitsgefühl der Bevölkerung in ihrer Wohnumgebung (nach Einbruch der Dunkelheit),5.5
2020,Prozent,16 bis unter 25 Jahre,,,Sehr unsicher,|,,,(Un)Sicherheitsgefühl der Bevölkerung in ihrer Wohnumgebung (nach Einbruch der Dunkelheit),8.3
2012,Prozent,25 bis unter 35 Jahre,,,Sehr sicher,,,,(Un)Sicherheitsgefühl der Bevölkerung in ihrer Wohnumgebung (nach Einbruch der Dunkelheit),44.0
2017,Prozent,25 bis unter 35 Jahre,,,Sehr sicher,,,,(Un)Sicherheitsgefühl der Bevölkerung in ihrer Wohnumgebung (nach Einbruch der Dunkelheit),39.2
2020,Prozent,25 bis unter 35 Jahre,,,Sehr sicher,|,,,(Un)Sicherheitsgefühl der Bevölkerung in ihrer Wohnumgebung (nach Einbruch der Dunkelheit),32.3
2012,Prozent,25 bis unter 35 Jahre,,,Eher sicher,,,,(Un)Sicherheitsgefühl der Bevölkerung in ihrer Wohnumgebung (nach Einbruch der Dunkelheit),43.4
2017,Prozent,25 bis unter 35 Jahre,,,Eher sicher,,,,(Un)Sicherheitsgefühl der Bevölkerung in ihrer Wohnumgebung (nach Einbruch der Dunkelheit),42.9
2020,Prozent,25 bis unter 35 Jahre,,,Eher sicher,|,,,(Un)Sicherheitsgefühl der Bevölkerung in ihrer Wohnumgebung (nach Einbruch der Dunkelheit),43.0
2012,Prozent,25 bis unter 35 Jahre,,,Eher unsicher,,,,(Un)Sicherheitsgefühl der Bevölkerung in ihrer Wohnumgebung (nach Einbruch der Dunkelheit),8.7
2017,Prozent,25 bis unter 35 Jahre,,,Eher unsicher,,,,(Un)Sicherheitsgefühl der Bevölkerung in ihrer Wohnumgebung (nach Einbruch der Dunkelheit),12.9
2020,Prozent,25 bis unter 35 Jahre,,,Eher unsicher,|,,,(Un)Sicherheitsgefühl der Bevölkerung in ihrer Wohnumgebung (nach Einbruch der Dunkelheit),19.2
2012,Prozent,25 bis unter 35 Jahre,,,Sehr unsicher,,,,(Un)Sicherheitsgefühl der Bevölkerung in ihrer Wohnumgebung (nach Einbruch der Dunkelheit),3.9
2017,Prozent,25 bis unter 35 Jahre,,,Sehr unsicher,,,,(Un)Sicherheitsgefühl der Bevölkerung in ihrer Wohnumgebung (nach Einbruch der Dunkelheit),5.0
2020,Prozent,25 bis unter 35 Jahre,,,Sehr unsicher,|,,,(Un)Sicherheitsgefühl der Bevölkerung in ihrer Wohnumgebung (nach Einbruch der Dunkelheit),5.4
2012,Prozent,35 bis unter 45 Jahre,,,Sehr sicher,,,,(Un)Sicherheitsgefühl der Bevölkerung in ihrer Wohnumgebung (nach Einbruch der Dunkelheit),47.2
2017,Prozent,35 bis unter 45 Jahre,,,Sehr sicher,,,,(Un)Sicherheitsgefühl der Bevölkerung in ihrer Wohnumgebung (nach Einbruch der Dunkelheit),40.1
2020,Prozent,35 bis unter 45 Jahre,,,Sehr sicher,|,,,(Un)Sicherheitsgefühl der Bevölkerung in ihrer Wohnumgebung (nach Einbruch der Dunkelheit),31.3
2012,Prozent,35 bis unter 45 Jahre,,,Eher sicher,,,,(Un)Sicherheitsgefühl der Bevölkerung in ihrer Wohnumgebung (nach Einbruch der Dunkelheit),41.4
2017,Prozent,35 bis unter 45 Jahre,,,Eher sicher,,,,(Un)Sicherheitsgefühl der Bevölkerung in ihrer Wohnumgebung (nach Einbruch der Dunkelheit),41.4
2020,Prozent,35 bis unter 45 Jahre,,,Eher sicher,|,,,(Un)Sicherheitsgefühl der Bevölkerung in ihrer Wohnumgebung (nach Einbruch der Dunkelheit),45.5
2012,Prozent,35 bis unter 45 Jahre,,,Eher unsicher,,,,(Un)Sicherheitsgefühl der Bevölkerung in ihrer Wohnumgebung (nach Einbruch der Dunkelheit),8.6
2017,Prozent,35 bis unter 45 Jahre,,,Eher unsicher,,,,(Un)Sicherheitsgefühl der Bevölkerung in ihrer Wohnumgebung (nach Einbruch der Dunkelheit),13.3
2020,Prozent,35 bis unter 45 Jahre,,,Eher unsicher,|,,,(Un)Sicherheitsgefühl der Bevölkerung in ihrer Wohnumgebung (nach Einbruch der Dunkelheit),18.9
2012,Prozent,35 bis unter 45 Jahre,,,Sehr unsicher,,,,(Un)Sicherheitsgefühl der Bevölkerung in ihrer Wohnumgebung (nach Einbruch der Dunkelheit),2.8
2017,Prozent,35 bis unter 45 Jahre,,,Sehr unsicher,,,,(Un)Sicherheitsgefühl der Bevölkerung in ihrer Wohnumgebung (nach Einbruch der Dunkelheit),5.2
2020,Prozent,35 bis unter 45 Jahre,,,Sehr unsicher,|,,,(Un)Sicherheitsgefühl der Bevölkerung in ihrer Wohnumgebung (nach Einbruch der Dunkelheit),4.3
2012,Prozent,45 bis unter 55 Jahre,,,Sehr sicher,,,,(Un)Sicherheitsgefühl der Bevölkerung in ihrer Wohnumgebung (nach Einbruch der Dunkelheit),45.7
2017,Prozent,45 bis unter 55 Jahre,,,Sehr sicher,,,,(Un)Sicherheitsgefühl der Bevölkerung in ihrer Wohnumgebung (nach Einbruch der Dunkelheit),39.9
2020,Prozent,45 bis unter 55 Jahre,,,Sehr sicher,|,,,(Un)Sicherheitsgefühl der Bevölkerung in ihrer Wohnumgebung (nach Einbruch der Dunkelheit),28.3
2012,Prozent,45 bis unter 55 Jahre,,,Eher sicher,,,,(Un)Sicherheitsgefühl der Bevölkerung in ihrer Wohnumgebung (nach Einbruch der Dunkelheit),42.7
2017,Prozent,45 bis unter 55 Jahre,,,Eher sicher,,,,(Un)Sicherheitsgefühl der Bevölkerung in ihrer Wohnumgebung (nach Einbruch der Dunkelheit),42.6
2020,Prozent,45 bis unter 55 Jahre,,,Eher sicher,|,,,(Un)Sicherheitsgefühl der Bevölkerung in ihrer Wohnumgebung (nach Einbruch der Dunkelheit),46.9
2012,Prozent,45 bis unter 55 Jahre,,,Eher unsicher,,,,(Un)Sicherheitsgefühl der Bevölkerung in ihrer Wohnumgebung (nach Einbruch der Dunkelheit),8.7
2017,Prozent,45 bis unter 55 Jahre,,,Eher unsicher,,,,(Un)Sicherheitsgefühl der Bevölkerung in ihrer Wohnumgebung (nach Einbruch der Dunkelheit),12.0
2020,Prozent,45 bis unter 55 Jahre,,,Eher unsicher,|,,,(Un)Sicherheitsgefühl der Bevölkerung in ihrer Wohnumgebung (nach Einbruch der Dunkelheit),20.0
2012,Prozent,45 bis unter 55 Jahre,,,Sehr unsicher,,,,(Un)Sicherheitsgefühl der Bevölkerung in ihrer Wohnumgebung (nach Einbruch der Dunkelheit),2.9
2017,Prozent,45 bis unter 55 Jahre,,,Sehr unsicher,,,,(Un)Sicherheitsgefühl der Bevölkerung in ihrer Wohnumgebung (nach Einbruch der Dunkelheit),5.5
2020,Prozent,45 bis unter 55 Jahre,,,Sehr unsicher,|,,,(Un)Sicherheitsgefühl der Bevölkerung in ihrer Wohnumgebung (nach Einbruch der Dunkelheit),4.8
2012,Prozent,55 bis unter 65 Jahre,,,Sehr sicher,,,,(Un)Sicherheitsgefühl der Bevölkerung in ihrer Wohnumgebung (nach Einbruch der Dunkelheit),43.1
2017,Prozent,55 bis unter 65 Jahre,,,Sehr sicher,,,,(Un)Sicherheitsgefühl der Bevölkerung in ihrer Wohnumgebung (nach Einbruch der Dunkelheit),37.6
2020,Prozent,55 bis unter 65 Jahre,,,Sehr sicher,|,,,(Un)Sicherheitsgefühl der Bevölkerung in ihrer Wohnumgebung (nach Einbruch der Dunkelheit),24.1
2012,Prozent,55 bis unter 65 Jahre,,,Eher sicher,,,,(Un)Sicherheitsgefühl der Bevölkerung in ihrer Wohnumgebung (nach Einbruch der Dunkelheit),42.1
2017,Prozent,55 bis unter 65 Jahre,,,Eher sicher,,,,(Un)Sicherheitsgefühl der Bevölkerung in ihrer Wohnumgebung (nach Einbruch der Dunkelheit),42.9
2020,Prozent,55 bis unter 65 Jahre,,,Eher sicher,|,,,(Un)Sicherheitsgefühl der Bevölkerung in ihrer Wohnumgebung (nach Einbruch der Dunkelheit),50.3
2012,Prozent,55 bis unter 65 Jahre,,,Eher unsicher,,,,(Un)Sicherheitsgefühl der Bevölkerung in ihrer Wohnumgebung (nach Einbruch der Dunkelheit),11.1
2017,Prozent,55 bis unter 65 Jahre,,,Eher unsicher,,,,(Un)Sicherheitsgefühl der Bevölkerung in ihrer Wohnumgebung (nach Einbruch der Dunkelheit),13.9
2020,Prozent,55 bis unter 65 Jahre,,,Eher unsicher,|,,,(Un)Sicherheitsgefühl der Bevölkerung in ihrer Wohnumgebung (nach Einbruch der Dunkelheit),20.8
2012,Prozent,55 bis unter 65 Jahre,,,Sehr unsicher,,,,(Un)Sicherheitsgefühl der Bevölkerung in ihrer Wohnumgebung (nach Einbruch der Dunkelheit),3.8
2017,Prozent,55 bis unter 65 Jahre,,,Sehr unsicher,,,,(Un)Sicherheitsgefühl der Bevölkerung in ihrer Wohnumgebung (nach Einbruch der Dunkelheit),5.6
2020,Prozent,55 bis unter 65 Jahre,,,Sehr unsicher,|,,,(Un)Sicherheitsgefühl der Bevölkerung in ihrer Wohnumgebung (nach Einbruch der Dunkelheit),4.8
2012,Prozent,65 bis unter 75 Jahre,,,Sehr sicher,,,,(Un)Sicherheitsgefühl der Bevölkerung in ihrer Wohnumgebung (nach Einbruch der Dunkelheit),35.6
2017,Prozent,65 bis unter 75 Jahre,,,Sehr sicher,,,,(Un)Sicherheitsgefühl der Bevölkerung in ihrer Wohnumgebung (nach Einbruch der Dunkelheit),32.8
2020,Prozent,65 bis unter 75 Jahre,,,Sehr sicher,|,,,(Un)Sicherheitsgefühl der Bevölkerung in ihrer Wohnumgebung (nach Einbruch der Dunkelheit),18.9
2012,Prozent,65 bis unter 75 Jahre,,,Eher sicher,,,,(Un)Sicherheitsgefühl der Bevölkerung in ihrer Wohnumgebung (nach Einbruch der Dunkelheit),42.2
2017,Prozent,65 bis unter 75 Jahre,,,Eher sicher,,,,(Un)Sicherheitsgefühl der Bevölkerung in ihrer Wohnumgebung (nach Einbruch der Dunkelheit),41.4
2020,Prozent,65 bis unter 75 Jahre,,,Eher sicher,|,,,(Un)Sicherheitsgefühl der Bevölkerung in ihrer Wohnumgebung (nach Einbruch der Dunkelheit),49.4
2012,Prozent,65 bis unter 75 Jahre,,,Eher unsicher,,,,(Un)Sicherheitsgefühl der Bevölkerung in ihrer Wohnumgebung (nach Einbruch der Dunkelheit),16.3
2017,Prozent,65 bis unter 75 Jahre,,,Eher unsicher,,,,(Un)Sicherheitsgefühl der Bevölkerung in ihrer Wohnumgebung (nach Einbruch der Dunkelheit),18.4
2020,Prozent,65 bis unter 75 Jahre,,,Eher unsicher,|,,,(Un)Sicherheitsgefühl der Bevölkerung in ihrer Wohnumgebung (nach Einbruch der Dunkelheit),26.1
2012,Prozent,65 bis unter 75 Jahre,,,Sehr unsicher,,,,(Un)Sicherheitsgefühl der Bevölkerung in ihrer Wohnumgebung (nach Einbruch der Dunkelheit),5.9
2017,Prozent,65 bis unter 75 Jahre,,,Sehr unsicher,,,,(Un)Sicherheitsgefühl der Bevölkerung in ihrer Wohnumgebung (nach Einbruch der Dunkelheit),7.3
2020,Prozent,65 bis unter 75 Jahre,,,Sehr unsicher,|,,,(Un)Sicherheitsgefühl der Bevölkerung in ihrer Wohnumgebung (nach Einbruch der Dunkelheit),5.7
2012,Prozent,75 Jahre und älter,,,Sehr sicher,,,,(Un)Sicherheitsgefühl der Bevölkerung in ihrer Wohnumgebung (nach Einbruch der Dunkelheit),26.9
2017,Prozent,75 Jahre und älter,,,Sehr sicher,,,,(Un)Sicherheitsgefühl der Bevölkerung in ihrer Wohnumgebung (nach Einbruch der Dunkelheit),25.9
2020,Prozent,75 Jahre und älter,,,Sehr sicher,|,,,(Un)Sicherheitsgefühl der Bevölkerung in ihrer Wohnumgebung (nach Einbruch der Dunkelheit),11.6
2012,Prozent,75 Jahre und älter,,,Eher sicher,,,,(Un)Sicherheitsgefühl der Bevölkerung in ihrer Wohnumgebung (nach Einbruch der Dunkelheit),37.4
2017,Prozent,75 Jahre und älter,,,Eher sicher,,,,(Un)Sicherheitsgefühl der Bevölkerung in ihrer Wohnumgebung (nach Einbruch der Dunkelheit),40.3
2020,Prozent,75 Jahre und älter,,,Eher sicher,|,,,(Un)Sicherheitsgefühl der Bevölkerung in ihrer Wohnumgebung (nach Einbruch der Dunkelheit),48.4
2012,Prozent,75 Jahre und älter,,,Eher unsicher,,,,(Un)Sicherheitsgefühl der Bevölkerung in ihrer Wohnumgebung (nach Einbruch der Dunkelheit),24.8
2017,Prozent,75 Jahre und älter,,,Eher unsicher,,,,(Un)Sicherheitsgefühl der Bevölkerung in ihrer Wohnumgebung (nach Einbruch der Dunkelheit),23.1
2020,Prozent,75 Jahre und älter,,,Eher unsicher,|,,,(Un)Sicherheitsgefühl der Bevölkerung in ihrer Wohnumgebung (nach Einbruch der Dunkelheit),31.8
2012,Prozent,75 Jahre und älter,,,Sehr unsicher,,,,(Un)Sicherheitsgefühl der Bevölkerung in ihrer Wohnumgebung (nach Einbruch der Dunkelheit),10.9
2017,Prozent,75 Jahre und älter,,,Sehr unsicher,,,,(Un)Sicherheitsgefühl der Bevölkerung in ihrer Wohnumgebung (nach Einbruch der Dunkelheit),10.7
2020,Prozent,75 Jahre und älter,,,Sehr unsicher,,,,(Un)Sicherheitsgefühl der Bevölkerung in ihrer Wohnumgebung (nach Einbruch der Dunkelheit),8.2
